medicine_name,generic_name,strength,form,color,shape,marking,manufacturer,authenticity_confidence,verification_status,image_edge_count,image_color_variance,image_text_clarity,image_shape_regularity,storage_temp,humidity_max
Amoxicillin,Amoxicillin,250mg,suspension,yellow,capsule,250,Aurobindo,94.96,authentic,50,0.262,0.971,0.924,20-25°C,60%
Amoxicillin,Amoxicillin,250mg,suspension,yellow,oval,500,Aurobindo,87.7,authentic,84,0.291,0.956,0.886,20-25°C,60%
Amoxicillin,Amoxicillin,500mg,capsule,pink,capsule,AMOX,Teva,98.0,authentic,58,0.251,0.821,0.965,20-25°C,60%
Amoxicillin,Amoxicillin,500mg,capsule,pink,oval,500,Sandoz,96.62,authentic,66,0.147,0.926,0.963,20-25°C,60%
Amoxicillin,Amoxicillin,500mg,capsule,white,capsule,250,Aurobindo,95.17,authentic,95,0.227,0.88,0.924,20-25°C,60%
Amoxicillin,Amoxicillin,500mg,capsule,white,oval,WC731,Teva,92.4,authentic,117,0.279,0.972,0.834,20-25°C,60%
Amoxicillin,Amoxicillin,500mg,capsule,yellow,capsule,WC731,Sandoz,89.13,authentic,70,0.208,0.759,0.903,20-25°C,60%
Amoxicillin,Amoxicillin,500mg,capsule,yellow,oval,500,Sandoz,97.52,authentic,146,0.148,0.974,0.877,20-25°C,60%
Amoxicillin,Amoxicillin,500mg,tablet,pink,capsule,500,Aurobindo,88.0,authentic,87,0.297,0.845,0.886,20-25°C,60%
Amoxicillin,Amoxicillin,500mg,tablet,pink,oval,250,Aurobindo,95.8,authentic,163,0.179,0.963,0.934,20-25°C,60%
Amoxicillin,Amoxicillin,500mg,tablet,white,capsule,AMOX,Teva,92.99,authentic,140,0.484,0.801,0.969,20-25°C,60%
Amoxicillin,Amoxicillin,500mg,tablet,white,oval,WC731,Teva,92.91,authentic,82,0.459,0.869,0.894,20-25°C,60%
Amoxicillin,Amoxicillin,500mg,tablet,yellow,capsule,500,Sandoz,94.64,authentic,103,0.435,0.728,0.897,20-25°C,60%
Amoxicillin,Amoxicillin,500mg,tablet,yellow,oval,AMOX,Aurobindo,98.7,authentic,71,0.383,0.934,0.874,20-25°C,60%
Amoxicillin,Amoxicillin,500mg,suspension,pink,capsule,WC731,Sandoz,96.6,authentic,165,0.27,0.771,0.892,20-25°C,60%
Amoxicillin,Amoxicillin,500mg,suspension,pink,oval,WC731,Aurobindo,97.62,authentic,127,0.452,0.771,0.849,20-25°C,60%
Amoxicillin,Amoxicillin,500mg,suspension,white,capsule,250,Teva,92.11,authentic,179,0.453,0.919,0.864,20-25°C,60%
Amoxicillin,Amoxicillin,500mg,suspension,white,oval,250,Sandoz,96.99,authentic,139,0.288,0.942,0.927,20-25°C,60%
Amoxicillin,Amoxicillin,500mg,suspension,yellow,capsule,250,Aurobindo,95.43,authentic,198,0.101,0.851,0.809,20-25°C,60%
Amoxicillin,Amoxicillin,500mg,suspension,yellow,oval,500,Teva,89.77,authentic,147,0.355,0.893,0.852,20-25°C,60%
Amoxicillin,Amoxicillin,875mg,capsule,pink,capsule,500,Teva,87.28,authentic,142,0.469,0.779,0.866,20-25°C,60%
Amoxicillin,Amoxicillin,875mg,capsule,pink,oval,WC731,Aurobindo,98.54,authentic,69,0.224,0.993,0.857,20-25°C,60%
Amoxicillin,Amoxicillin,875mg,capsule,white,capsule,250,Sandoz,98.29,authentic,199,0.276,0.893,0.834,20-25°C,60%
Amoxicillin,Amoxicillin,875mg,capsule,white,oval,WC731,Aurobindo,85.26,authentic,56,0.277,0.972,0.81,20-25°C,60%
Amoxicillin,Amoxicillin,875mg,capsule,yellow,capsule,250,Aurobindo,93.51,authentic,125,0.122,0.765,0.843,20-25°C,60%
Amoxicillin,Amoxicillin,875mg,capsule,yellow,oval,AMOX,Sandoz,90.25,authentic,125,0.283,0.786,0.826,20-25°C,60%
Amoxicillin,Amoxicillin,875mg,tablet,pink,capsule,500,Teva,95.98,authentic,199,0.139,0.941,0.987,20-25°C,60%
Amoxicillin,Amoxicillin,875mg,tablet,pink,oval,250,Teva,94.61,authentic,107,0.397,0.704,0.991,20-25°C,60%
Amoxicillin,Amoxicillin,875mg,tablet,white,capsule,500,Sandoz,88.32,authentic,154,0.485,0.939,0.88,20-25°C,60%
Amoxicillin,Amoxicillin,875mg,tablet,white,oval,AMOX,Sandoz,87.88,authentic,145,0.284,0.768,0.98,20-25°C,60%
Amoxicillin,Amoxicillin,875mg,tablet,yellow,capsule,WC731,Sandoz,91.06,authentic,81,0.294,0.995,0.961,20-25°C,60%
Amoxicillin,Amoxicillin,875mg,tablet,yellow,oval,250,Sandoz,87.91,authentic,53,0.273,0.968,0.851,20-25°C,60%
Amoxicillin,Amoxicillin,875mg,suspension,pink,capsule,250,Sandoz,92.61,authentic,85,0.319,0.862,0.982,20-25°C,60%
Amoxicillin,Amoxicillin,875mg,suspension,pink,oval,WC731,Aurobindo,86.5,authentic,186,0.433,0.898,0.986,20-25°C,60%
Amoxicillin,Amoxicillin,875mg,suspension,white,capsule,WC731,Teva,88.91,authentic,135,0.219,0.75,0.995,20-25°C,60%
Amoxicillin,Amoxicillin,875mg,suspension,white,oval,250,Teva,92.27,authentic,63,0.188,0.911,0.84,20-25°C,60%
Amoxicillin,Amoxicillin,875mg,suspension,yellow,capsule,500,Teva,89.67,authentic,140,0.453,0.757,0.912,20-25°C,60%
Amoxicillin,Amoxicillin,875mg,suspension,yellow,oval,500,Sandoz,92.25,authentic,109,0.291,0.931,0.973,20-25°C,60%
Metformin,Metformin Hydrochloride,500mg,tablet,white,round,GLUCOPHAGE,Mylan,90.6,authentic,167,0.481,0.995,0.873,20-25°C,60%
Metformin,Metformin Hydrochloride,500mg,tablet,white,oval,500,Mylan,98.58,authentic,143,0.196,0.741,0.886,20-25°C,60%
Metformin,Metformin Hydrochloride,500mg,tablet,yellow,round,GLUCOPHAGE,Teva,98.57,authentic,110,0.348,0.723,0.959,20-25°C,60%
Metformin,Metformin Hydrochloride,500mg,tablet,yellow,oval,MET,Teva,87.23,authentic,164,0.292,0.851,0.915,20-25°C,60%
Metformin,Metformin Hydrochloride,500mg,extended-release,white,round,500,Bristol Myers Squibb,95.37,authentic,126,0.329,0.719,0.833,20-25°C,60%
Metformin,Metformin Hydrochloride,500mg,extended-release,white,oval,850,Bristol Myers Squibb,96.6,authentic,150,0.198,0.731,0.937,20-25°C,60%
Metformin,Metformin Hydrochloride,500mg,extended-release,yellow,round,MET,Mylan,92.53,authentic,109,0.453,0.702,0.88,20-25°C,60%
Metformin,Metformin Hydrochloride,500mg,extended-release,yellow,oval,850,Teva,93.48,authentic,169,0.225,0.701,0.894,20-25°C,60%
Metformin,Metformin Hydrochloride,850mg,tablet,white,round,500,Teva,89.8,authentic,73,0.314,0.874,0.841,20-25°C,60%
Metformin,Metformin Hydrochloride,850mg,tablet,white,oval,500,Teva,94.34,authentic,140,0.437,0.978,0.856,20-25°C,60%
Metformin,Metformin Hydrochloride,850mg,tablet,yellow,round,850,Bristol Myers Squibb,89.71,authentic,54,0.497,0.753,0.908,20-25°C,60%
Metformin,Metformin Hydrochloride,850mg,tablet,yellow,oval,MET,Mylan,85.42,authentic,101,0.32,0.788,0.923,20-25°C,60%
Metformin,Metformin Hydrochloride,850mg,extended-release,white,round,850,Bristol Myers Squibb,98.17,authentic,145,0.255,0.813,0.832,20-25°C,60%
Metformin,Metformin Hydrochloride,850mg,extended-release,white,oval,MET,Teva,90.46,authentic,120,0.15,0.942,0.971,20-25°C,60%
Metformin,Metformin Hydrochloride,850mg,extended-release,yellow,round,MET,Bristol Myers Squibb,85.56,authentic,66,0.116,0.75,0.945,20-25°C,60%
Metformin,Metformin Hydrochloride,850mg,extended-release,yellow,oval,GLUCOPHAGE,Mylan,97.71,authentic,158,0.494,0.858,0.858,20-25°C,60%
Metformin,Metformin Hydrochloride,1000mg,tablet,white,round,GLUCOPHAGE,Bristol Myers Squibb,89.25,authentic,127,0.31,0.833,0.961,20-25°C,60%
Metformin,Metformin Hydrochloride,1000mg,tablet,white,oval,500,Mylan,96.94,authentic,153,0.497,0.77,0.907,20-25°C,60%
Metformin,Metformin Hydrochloride,1000mg,tablet,yellow,round,MET,Bristol Myers Squibb,95.25,authentic,73,0.169,0.848,0.861,20-25°C,60%
Metformin,Metformin Hydrochloride,1000mg,tablet,yellow,oval,500,Bristol Myers Squibb,89.62,authentic,155,0.154,0.832,0.984,20-25°C,60%
Metformin,Metformin Hydrochloride,1000mg,extended-release,white,round,MET,Mylan,98.4,authentic,144,0.243,0.945,0.993,20-25°C,60%
Metformin,Metformin Hydrochloride,1000mg,extended-release,white,oval,500,Teva,93.54,authentic,89,0.26,0.72,0.908,20-25°C,60%
Metformin,Metformin Hydrochloride,1000mg,extended-release,yellow,round,MET,Mylan,85.62,authentic,62,0.218,0.865,0.995,20-25°C,60%
Metformin,Metformin Hydrochloride,1000mg,extended-release,yellow,oval,MET,Bristol Myers Squibb,86.66,authentic,134,0.263,0.998,0.834,20-25°C,60%
Lisinopril,Lisinopril,2.5mg,tablet,white,round,2.5,Lupin,87.62,authentic,153,0.404,0.759,0.801,20-25°C,60%
Lisinopril,Lisinopril,2.5mg,tablet,white,shield,5,Prinivil,98.56,authentic,103,0.19,0.98,0.818,20-25°C,60%
Lisinopril,Lisinopril,2.5mg,tablet,pink,round,LIS,Prinivil,88.77,authentic,172,0.146,0.885,0.962,20-25°C,60%
Lisinopril,Lisinopril,2.5mg,tablet,pink,shield,2.5,Prinivil,93.05,authentic,96,0.167,0.862,0.897,20-25°C,60%
Lisinopril,Lisinopril,2.5mg,tablet,red,round,20,Zestril,98.32,authentic,70,0.324,0.745,0.885,20-25°C,60%
Lisinopril,Lisinopril,2.5mg,tablet,red,shield,2.5,Prinivil,96.29,authentic,92,0.206,0.952,0.897,20-25°C,60%
Lisinopril,Lisinopril,5mg,tablet,white,round,10,Prinivil,98.89,authentic,81,0.274,0.915,0.913,20-25°C,60%
Lisinopril,Lisinopril,5mg,tablet,white,shield,LIS,Lupin,87.62,authentic,186,0.173,0.877,0.891,20-25°C,60%
Lisinopril,Lisinopril,5mg,tablet,pink,round,2.5,Lupin,87.67,authentic,146,0.187,0.947,0.851,20-25°C,60%
Lisinopril,Lisinopril,5mg,tablet,pink,shield,LIS,Prinivil,86.72,authentic,61,0.405,0.949,0.965,20-25°C,60%
Lisinopril,Lisinopril,5mg,tablet,red,round,5,Zestril,94.53,authentic,56,0.252,0.879,0.925,20-25°C,60%
Lisinopril,Lisinopril,5mg,tablet,red,shield,5,Prinivil,94.07,authentic,133,0.371,0.887,0.962,20-25°C,60%
Lisinopril,Lisinopril,10mg,tablet,white,round,10,Zestril,86.27,authentic,187,0.277,0.814,0.941,20-25°C,60%
Lisinopril,Lisinopril,10mg,tablet,white,shield,10,Prinivil,85.71,authentic,91,0.447,0.936,0.86,20-25°C,60%
Lisinopril,Lisinopril,10mg,tablet,pink,round,LIS,Zestril,86.58,authentic,141,0.245,0.889,0.966,20-25°C,60%
Lisinopril,Lisinopril,10mg,tablet,pink,shield,LIS,Zestril,85.46,authentic,109,0.311,0.718,0.975,20-25°C,60%
Lisinopril,Lisinopril,10mg,tablet,red,round,5,Zestril,88.85,authentic,127,0.254,0.82,0.803,20-25°C,60%
Lisinopril,Lisinopril,10mg,tablet,red,shield,5,Prinivil,95.15,authentic,114,0.128,0.714,0.849,20-25°C,60%
Lisinopril,Lisinopril,20mg,tablet,white,round,10,Prinivil,97.4,authentic,68,0.109,0.895,0.862,20-25°C,60%
Lisinopril,Lisinopril,20mg,tablet,white,shield,5,Prinivil,98.25,authentic,195,0.462,0.731,0.982,20-25°C,60%
Lisinopril,Lisinopril,20mg,tablet,pink,round,5,Zestril,86.52,authentic,160,0.368,0.741,0.858,20-25°C,60%
Lisinopril,Lisinopril,20mg,tablet,pink,shield,LIS,Prinivil,89.2,authentic,146,0.281,0.839,0.936,20-25°C,60%
Lisinopril,Lisinopril,20mg,tablet,red,round,10,Prinivil,87.68,authentic,77,0.459,0.921,0.94,20-25°C,60%
Lisinopril,Lisinopril,20mg,tablet,red,shield,LIS,Prinivil,90.89,authentic,129,0.414,0.719,0.8,20-25°C,60%
Atorvastatin,Atorvastatin Calcium,10mg,tablet,white,round,40,Pfizer,88.71,authentic,63,0.371,0.84,0.878,20-25°C,60%
Atorvastatin,Atorvastatin Calcium,10mg,tablet,white,oval,LIPITOR,Ranbaxy,96.21,authentic,107,0.118,0.947,0.987,20-25°C,60%
Atorvastatin,Atorvastatin Calcium,10mg,tablet,blue,round,20,Ranbaxy,85.15,authentic,134,0.39,0.882,0.825,20-25°C,60%
Atorvastatin,Atorvastatin Calcium,10mg,tablet,blue,oval,10,Watson,95.11,authentic,165,0.245,0.989,0.994,20-25°C,60%
Atorvastatin,Atorvastatin Calcium,10mg,tablet,yellow,round,PD155,Watson,89.61,authentic,192,0.256,0.721,0.839,20-25°C,60%
Atorvastatin,Atorvastatin Calcium,10mg,tablet,yellow,oval,40,Watson,88.0,authentic,128,0.205,0.887,0.853,20-25°C,60%
Atorvastatin,Atorvastatin Calcium,20mg,tablet,white,round,LIPITOR,Watson,94.17,authentic,195,0.184,0.928,0.894,20-25°C,60%
Atorvastatin,Atorvastatin Calcium,20mg,tablet,white,oval,40,Ranbaxy,85.2,authentic,85,0.168,0.909,0.993,20-25°C,60%
Atorvastatin,Atorvastatin Calcium,20mg,tablet,blue,round,40,Ranbaxy,93.83,authentic,116,0.246,0.751,0.943,20-25°C,60%
Atorvastatin,Atorvastatin Calcium,20mg,tablet,blue,oval,20,Watson,88.25,authentic,163,0.205,0.858,0.881,20-25°C,60%
Atorvastatin,Atorvastatin Calcium,20mg,tablet,yellow,round,40,Pfizer,93.7,authentic,182,0.37,0.972,0.917,20-25°C,60%
Atorvastatin,Atorvastatin Calcium,20mg,tablet,yellow,oval,20,Watson,98.45,authentic,147,0.384,0.956,0.901,20-25°C,60%
Atorvastatin,Atorvastatin Calcium,40mg,tablet,white,round,10,Ranbaxy,89.98,authentic,134,0.487,0.993,0.935,20-25°C,60%
Atorvastatin,Atorvastatin Calcium,40mg,tablet,white,oval,40,Ranbaxy,98.43,authentic,151,0.106,0.954,0.985,20-25°C,60%
Atorvastatin,Atorvastatin Calcium,40mg,tablet,blue,round,LIPITOR,Watson,95.52,authentic,95,0.494,0.814,0.945,20-25°C,60%
Atorvastatin,Atorvastatin Calcium,40mg,tablet,blue,oval,40,Watson,95.82,authentic,134,0.479,0.946,0.815,20-25°C,60%
Atorvastatin,Atorvastatin Calcium,40mg,tablet,yellow,round,20,Watson,97.77,authentic,144,0.168,0.991,0.868,20-25°C,60%
Atorvastatin,Atorvastatin Calcium,40mg,tablet,yellow,oval,40,Ranbaxy,92.71,authentic,144,0.331,0.787,0.818,20-25°C,60%
Atorvastatin,Atorvastatin Calcium,80mg,tablet,white,round,LIPITOR,Ranbaxy,94.34,authentic,64,0.352,0.952,0.98,20-25°C,60%
Atorvastatin,Atorvastatin Calcium,80mg,tablet,white,oval,40,Watson,87.01,authentic,56,0.476,0.762,0.823,20-25°C,60%
Atorvastatin,Atorvastatin Calcium,80mg,tablet,blue,round,10,Ranbaxy,93.97,authentic,189,0.219,0.915,0.846,20-25°C,60%
Atorvastatin,Atorvastatin Calcium,80mg,tablet,blue,oval,40,Watson,97.3,authentic,92,0.171,0.995,0.913,20-25°C,60%
Atorvastatin,Atorvastatin Calcium,80mg,tablet,yellow,round,LIPITOR,Watson,93.1,authentic,124,0.296,0.912,0.941,20-25°C,60%
Atorvastatin,Atorvastatin Calcium,80mg,tablet,yellow,oval,20,Watson,85.68,authentic,121,0.258,0.909,0.805,20-25°C,60%
Omeprazole,Omeprazole,20mg,delayed-release capsule,purple/yellow,capsule,40,AstraZeneca,86.97,authentic,162,0.305,0.83,0.805,20-25°C,60%
Omeprazole,Omeprazole,20mg,delayed-release capsule,purple/pink,capsule,40,Sandoz,87.33,authentic,98,0.119,0.977,0.959,20-25°C,60%
Omeprazole,Omeprazole,40mg,delayed-release capsule,purple/yellow,capsule,20,Dr. Reddy's,85.71,authentic,186,0.326,0.704,0.935,20-25°C,60%
Omeprazole,Omeprazole,40mg,delayed-release capsule,purple/pink,capsule,40,Dr. Reddy's,93.32,authentic,190,0.225,0.738,0.81,20-25°C,60%
Paracetamol,Acetaminophen,650mg,capsule,suspicious_white,oval,FAKE_TYLENOL,Unknown/Suspicious,31.13,counterfeit,37,0.716,0.332,0.54,Unknown,Unknown
Paracetamol,Acetaminophen,500mg,tablet,suspicious_off-white,round,FAKE_P500,Unknown/Suspicious,21.54,counterfeit,20,0.675,0.275,0.447,Unknown,Unknown
Paracetamol,Acetaminophen,650mg,tablet,suspicious_off-white,round,FAKE_P500,Unknown/Suspicious,38.64,counterfeit,11,0.851,0.411,0.589,Unknown,Unknown
Aspirin,Acetylsalicylic Acid,500mg,enteric-coated,suspicious_white,round,FAKE_81,Unknown/Suspicious,19.06,counterfeit,32,0.668,0.554,0.473,Unknown,Unknown
Aspirin,Acetylsalicylic Acid,325mg,tablet,suspicious_pink,oval,FAKE_81,Unknown/Suspicious,20.04,counterfeit,21,0.676,0.298,0.524,Unknown,Unknown
Aspirin,Acetylsalicylic Acid,325mg,chewable tablet,suspicious_yellow,oval,FAKE_ASP,Unknown/Suspicious,25.13,counterfeit,12,0.812,0.503,0.528,Unknown,Unknown
Ibuprofen,Ibuprofen,800mg,tablet,suspicious_orange,round,FAKE_200,Unknown/Suspicious,43.03,counterfeit,33,0.762,0.322,0.7,Unknown,Unknown
Ibuprofen,Ibuprofen,800mg,tablet,suspicious_brown,round,FAKE_IBU,Unknown/Suspicious,43.89,counterfeit,30,0.78,0.333,0.45,Unknown,Unknown
Ibuprofen,Ibuprofen,800mg,tablet,suspicious_white,caplet,FAKE_200,Unknown/Suspicious,33.22,counterfeit,45,0.621,0.4,0.649,Unknown,Unknown
Amoxicillin,Amoxicillin,500mg,tablet,suspicious_white,oval,FAKE_250,Unknown/Suspicious,37.56,counterfeit,41,0.749,0.335,0.525,Unknown,Unknown
Amoxicillin,Amoxicillin,250mg,capsule,suspicious_yellow,oval,FAKE_250,Unknown/Suspicious,18.38,counterfeit,32,0.807,0.25,0.412,Unknown,Unknown
Amoxicillin,Amoxicillin,250mg,suspension,suspicious_white,capsule,FAKE_500,Unknown/Suspicious,38.36,counterfeit,37,0.83,0.218,0.367,Unknown,Unknown
